"CustomerID","Recency","Frequency","Monetary","R_score","F_score","M_score","RFM_Score","Segment"
16793,62,1,243.84,3,2,2,"322","Others"
16794,6,12,1201.51,5,5,4,"554","Champions"
16795,370,1,414.88,1,2,2,"122","Lost"
16796,94,1,305.62,2,2,2,"222","Lost"
16800,16,1,1201.49,5,2,4,"524","New Customers"
16801,168,5,867.83,2,4,3,"243","At Risk"
16803,70,1,332.3,3,2,2,"322","Others"
16804,28,3,536.99,4,3,3,"433","Loyal Customers"
16805,178,2,460.59,2,3,2,"232","Others"
16806,108,4,801.49,2,4,3,"243","At Risk"
16807,147,3,1121.59,2,3,4,"234","Others"
16808,104,2,288.42,2,3,2,"232","Others"
16809,28,6,912.74,4,4,4,"444","Champions"
16810,197,2,275.64,1,3,2,"132","Others"
16811,9,2,547.07,5,3,3,"533","Loyal Customers"
16812,365,1,479.35,1,2,3,"123","Lost"
16813,13,10,1692.98,5,5,4,"554","Champions"
16814,19,22,6500.6,4,5,5,"455","Champions"
16816,108,4,417.06,2,4,2,"242","At Risk"
16817,7,13,1446.95,5,5,4,"554","Champions"
16818,15,13,3317.97,5,5,5,"555","Champions"
16820,100,1,497.61,2,2,3,"223","Lost"
16823,232,1,358.38,1,2,2,"122","Lost"
16824,20,2,460.64,4,3,2,"432","Loyal Customers"
16825,43,2,775.18,3,3,3,"333","Loyal Customers"
16826,56,1,341.7,3,2,2,"322","Others"
16828,98,2,128.5,2,3,1,"231","Others"
16829,161,1,197.22,2,2,1,"221","Lost"
16830,43,1,325.91,3,2,2,"322","Others"
16832,189,3,199.15,1,3,1,"131","Others"
16833,6,4,1106.53,5,4,4,"544","Champions"
16834,232,1,413.46,1,2,2,"122","Lost"
16835,133,2,180.85,2,3,1,"231","Others"
16836,44,2,251.87,3,3,2,"332","Loyal Customers"
16837,36,12,3167.73,4,5,5,"455","Champions"
16838,202,3,582.9,1,3,3,"133","Others"
16839,13,39,15357.78,5,5,5,"555","Champions"
16841,41,7,1774.62,3,5,4,"354","Loyal Customers"
16842,69,4,1260.44,3,4,4,"344","Loyal Customers"
16843,47,17,10183.82,3,5,5,"355","Loyal Customers"
16846,55,1,214.32,3,2,1,"321","Others"
16847,48,1,193.44,3,2,1,"321","Others"
16848,57,1,281.42,3,2,2,"322","Others"
16849,191,1,124.57,1,2,1,"121","Lost"
16850,338,1,332.41,1,2,2,"122","Lost"
16851,9,3,342.45,5,3,2,"532","Loyal Customers"
16852,15,2,144.91,5,3,1,"531","Loyal Customers"
16855,28,2,328.4,4,3,2,"432","Loyal Customers"
16856,19,1,35.4,4,2,1,"421","New Customers"
16858,371,2,345.89,1,3,2,"132","Others"
16859,111,5,473.14,2,4,3,"243","At Risk"
16861,64,3,151.65,3,3,1,"331","Loyal Customers"
16863,34,4,481.35,4,4,3,"443","Loyal Customers"
16866,145,3,207.74,2,3,1,"231","Others"
16869,27,5,805.62,4,4,3,"443","Loyal Customers"
16871,27,7,2761.49,4,5,5,"455","Champions"
16872,82,3,680.02,2,3,3,"233","Others"
16873,9,10,7066.31,5,5,5,"555","Champions"
16875,69,9,2023.47,3,5,5,"355","Loyal Customers"
16877,17,6,853.72,4,4,3,"443","Loyal Customers"
16878,29,2,0,4,3,1,"431","Loyal Customers"
16880,35,7,1519.08,4,5,4,"454","Champions"
16881,71,1,432,3,2,2,"322","Others"
16882,71,3,705.12,3,3,3,"333","Loyal Customers"
16883,192,2,276.73,1,3,2,"132","Others"
16884,42,2,429.84,3,3,2,"332","Loyal Customers"
16885,20,3,471.51,4,3,3,"433","Loyal Customers"
16887,40,1,194.88,3,2,1,"321","Others"
16889,199,3,1578.67,1,3,4,"134","Others"
16891,6,5,809.7,5,4,3,"543","Loyal Customers"
16892,6,7,496.84,5,5,3,"553","Loyal Customers"
16893,371,1,145.93,1,2,1,"121","Lost"
16895,69,1,219.14,3,2,1,"321","Others"
16897,304,3,213.03,1,3,1,"131","Others"
16898,31,4,444.46,4,4,2,"442","Loyal Customers"
16899,12,6,1281.56,5,4,4,"544","Champions"
16900,16,5,187.69,5,4,1,"541","Loyal Customers"
16902,121,1,1706.88,2,2,4,"224","Lost"
16903,34,1,373.24,4,2,2,"422","New Customers"
16904,9,16,3754.27,5,5,5,"555","Champions"
16905,10,8,3085.48,5,5,5,"555","Champions"
16906,86,4,579.77,2,4,3,"243","At Risk"
16907,34,5,981.65,4,4,4,"444","Champions"
16909,69,2,364.14,3,3,2,"332","Loyal Customers"
16910,9,8,1510.06,5,5,4,"554","Champions"
16912,28,14,2528.67,4,5,5,"455","Champions"
16913,295,1,113.44,1,2,1,"121","Lost"
16914,41,1,208.46,3,2,1,"321","Others"
16915,14,6,621.68,5,4,3,"543","Loyal Customers"
16916,28,2,576.26,4,3,3,"433","Loyal Customers"
16917,281,1,391.52,1,2,2,"122","Lost"
16918,54,7,1043.34,3,5,4,"354","Loyal Customers"
16919,161,11,2596.45,2,5,5,"255","At Risk"
16921,66,1,169.79,3,2,1,"321","Others"
16923,17,26,6666.83,4,5,5,"455","Champions"
16924,26,4,739.5,4,4,3,"443","Loyal Customers"
16926,376,1,230.25,1,2,1,"121","Lost"
16927,120,3,543.05,2,3,3,"233","Others"
16928,85,19,2781.5,2,5,5,"255","At Risk"
16929,8,7,1295.39,5,5,4,"554","Champions"
16930,31,3,380.55,4,3,2,"432","Loyal Customers"
16931,10,21,4604.22,5,5,5,"555","Champions"
16932,58,1,161.94,3,2,1,"321","Others"
16933,6,5,530.08,5,4,3,"543","Loyal Customers"
16934,59,2,950.93,3,3,4,"334","Loyal Customers"
16936,30,1,262.68,4,2,2,"422","New Customers"
16938,13,5,1903.13,5,4,4,"544","Champions"
16940,57,3,3049.88,3,3,5,"335","Loyal Customers"
16942,17,10,1894.11,4,5,4,"454","Champions"
16943,216,3,816.73,1,3,3,"133","Others"
16945,26,19,4345.5,4,5,5,"455","Champions"
16947,240,1,406.48,1,2,2,"122","Lost"
16948,143,3,435.02,2,3,2,"232","Others"
16949,8,7,1161.27,5,5,4,"554","Champions"
16950,61,3,1178.56,3,3,4,"334","Loyal Customers"
16951,128,4,1262.75,2,4,4,"244","At Risk"
16952,114,2,167.61,2,3,1,"231","Others"
16953,35,1,20.8,4,2,1,"421","New Customers"
16954,5,9,2085.08,5,5,5,"555","Champions"
16955,189,5,493.67,1,4,3,"143","At Risk"
16956,14,2,292.34,5,3,2,"532","Loyal Customers"
16957,244,2,416.64,1,3,2,"132","Others"
16959,92,1,117.35,2,2,1,"221","Lost"
16960,43,3,507.05,3,3,3,"333","Loyal Customers"
16961,121,1,234.17,2,2,1,"221","Lost"
16963,192,1,110.55,1,2,1,"121","Lost"
16965,231,1,201.19,1,2,1,"121","Lost"
16966,13,10,2148.47,5,5,5,"555","Champions"
16967,194,1,319.02,1,2,2,"122","Lost"
16968,9,2,439.43,5,3,2,"532","Loyal Customers"
16969,44,3,650.41,3,3,3,"333","Loyal Customers"
16971,7,2,232.21,5,3,1,"531","Loyal Customers"
16976,272,1,251.52,1,2,2,"122","Lost"
16978,82,1,344.33,2,2,2,"222","Lost"
16979,8,8,1809.05,5,5,4,"554","Champions"
16980,260,2,1078.96,1,3,4,"134","Others"
16982,65,1,384.06,3,2,2,"322","Others"
16983,17,8,1920.2,4,5,4,"454","Champions"
16984,83,5,4392.42,2,4,5,"245","At Risk"
16985,22,11,5461.62,4,5,5,"455","Champions"
16986,34,2,1873.2,4,3,4,"434","Loyal Customers"
16987,8,7,1625.05,5,5,4,"554","Champions"
16988,10,1,126.12,5,2,1,"521","New Customers"
16989,12,6,1133.25,5,4,4,"544","Champions"
16990,223,1,179,1,2,1,"121","Lost"
16992,15,6,1601.86,5,4,4,"544","Champions"
16995,377,1,-1.25,1,2,1,"121","Lost"
16996,35,9,1427.46,4,5,4,"454","Champions"
16997,293,3,702,1,3,3,"133","Others"
16998,154,6,287.02,2,4,2,"242","At Risk"
16999,28,2,484.82,4,3,3,"433","Loyal Customers"
17001,5,11,3989.57,5,5,5,"555","Champions"
17002,78,4,1487.78,2,4,4,"244","At Risk"
17004,51,2,1412.94,3,3,4,"334","Loyal Customers"
17006,9,4,781.78,5,4,3,"543","Loyal Customers"
17007,55,7,877.43,3,5,3,"353","Loyal Customers"
17010,21,2,185.46,4,3,1,"431","Loyal Customers"
17011,35,1,270.9,4,2,2,"422","New Customers"
17014,13,4,565.58,5,4,3,"543","Loyal Customers"
17015,33,3,1842.56,4,3,4,"434","Loyal Customers"
17017,7,27,8574.11,5,5,5,"555","Champions"
17018,45,2,920.1,3,3,4,"334","Loyal Customers"
17019,16,4,1272.61,5,4,4,"544","Champions"
17022,36,1,71,4,2,1,"421","New Customers"
17024,50,3,95.85,3,3,1,"331","Loyal Customers"
17025,65,3,357.77,3,3,2,"332","Loyal Customers"
17026,190,2,154.83,1,3,1,"131","Others"
17027,83,7,848.59,2,5,3,"253","At Risk"
17029,115,2,716,2,3,3,"233","Others"
17030,68,1,146.87,3,2,1,"321","Others"
17031,16,2,380.35,5,3,2,"532","Loyal Customers"
17033,91,3,1030.14,2,3,4,"234","Others"
17034,21,4,734.57,4,4,3,"443","Loyal Customers"
17035,250,3,388.33,1,3,2,"132","Others"
17037,83,2,1253.22,2,3,4,"234","Others"
17038,35,1,112.4,4,2,1,"421","New Customers"
17040,142,1,449.73,2,2,2,"222","Lost"
17041,31,4,1065.77,4,4,4,"444","Champions"
17042,7,5,1044.38,5,4,4,"544","Champions"
17043,37,4,1735.18,3,4,4,"344","Loyal Customers"
17044,13,3,897.43,5,3,3,"533","Loyal Customers"
17045,118,3,339.44,2,3,2,"232","Others"
17046,162,1,642.02,2,2,3,"223","Lost"
17047,90,3,1100.9,2,3,4,"234","Others"
17048,120,6,864.32,2,4,3,"243","At Risk"
17049,7,11,5594.78,5,5,5,"555","Champions"
17050,101,6,3228.84,2,4,5,"245","At Risk"
17051,199,1,247.14,1,2,2,"122","Lost"
17052,33,1,413.75,4,2,2,"422","New Customers"
17053,133,2,496.38,2,3,3,"233","Others"
17054,33,6,1353.83,4,4,4,"444","Champions"
17058,86,3,1179.89,2,3,4,"234","Others"
17059,34,5,3095.04,4,4,5,"445","Champions"
17060,271,1,234.24,1,2,1,"121","Lost"
17061,78,12,5116.13,2,5,5,"255","At Risk"
17062,318,5,534.47,1,4,3,"143","At Risk"
17063,13,11,1421.59,5,5,4,"554","Champions"
17064,63,3,859.35,3,3,3,"333","Loyal Customers"
17065,148,1,-112.35,2,2,1,"221","Lost"
17068,17,22,4531.34,4,5,5,"455","Champions"
17069,33,13,2655.22,4,5,5,"455","Champions"
17070,119,1,312.14,2,2,2,"222","Lost"
17071,13,14,2385.48,5,5,5,"555","Champions"
17073,22,4,1446.09,4,4,4,"444","Champions"
17075,22,5,813.77,4,4,3,"443","Loyal Customers"
17076,41,3,841.08,3,3,3,"333","Loyal Customers"
17078,41,2,378.2,3,3,2,"332","Loyal Customers"
17079,83,1,118.8,2,2,1,"221","Lost"
17080,27,3,285.5,4,3,2,"432","Loyal Customers"
17081,30,2,290.16,4,3,2,"432","Loyal Customers"
17082,38,2,2003.85,3,3,5,"335","Loyal Customers"
17083,114,3,1405.78,2,3,4,"234","Others"
17084,40,2,2949.75,3,3,5,"335","Loyal Customers"
17085,128,6,1555.05,2,4,4,"244","At Risk"
17086,12,6,2050.08,5,4,5,"545","Champions"
17088,33,4,1991.01,4,4,4,"444","Champions"
17090,9,8,2041.85,5,5,5,"555","Champions"
17091,7,10,3802.81,5,5,5,"555","Champions"
17092,55,4,1777.78,3,4,4,"344","Loyal Customers"
17094,323,2,270.2,1,3,2,"132","Others"
17095,27,6,1088.2,4,4,4,"444","Champions"
17096,14,7,992.68,5,5,4,"554","Champions"
17097,7,9,937.92,5,5,4,"554","Champions"
17100,23,2,971.74,4,3,4,"434","Loyal Customers"
17101,15,4,1621.73,5,4,4,"544","Champions"
17102,266,1,25.5,1,2,1,"121","Lost"
17105,164,2,665.78,2,3,3,"233","Others"
17107,37,7,10380.43,3,5,5,"355","Loyal Customers"
17109,34,8,869.68,4,5,3,"453","Loyal Customers"
17110,170,1,163.3,2,2,1,"221","Lost"
17111,52,1,248.61,3,2,2,"322","Others"
17114,10,10,747.22,5,5,3,"553","Loyal Customers"
17115,13,5,806.9,5,4,3,"543","Loyal Customers"
17117,293,1,116.2,1,2,1,"121","Lost"
17118,322,1,157.02,1,2,1,"121","Lost"
17119,8,3,593.61,5,3,3,"533","Loyal Customers"
17120,238,1,307.46,1,2,2,"122","Lost"
17122,124,1,138.32,2,2,1,"221","Lost"
17123,166,1,345.3,2,2,2,"222","Lost"
17124,190,1,298.89,1,2,2,"122","Lost"
17125,55,1,259.35,3,2,2,"322","Others"
17126,157,7,991.85,2,5,4,"254","At Risk"
17128,339,1,157.09,1,2,1,"121","Lost"
17131,10,5,2463.17,5,4,5,"545","Champions"
17133,20,7,4892.24,4,5,5,"455","Champions"
17134,111,2,425,2,3,2,"232","Others"
17135,21,7,1139.73,4,5,4,"454","Champions"
17138,280,1,380.5,1,2,2,"122","Lost"
17139,20,15,10585.57,4,5,5,"455","Champions"
17140,252,1,465.32,1,2,2,"122","Lost"
17142,244,1,579,1,2,3,"123","Lost"
17144,6,2,984.57,5,3,4,"534","Loyal Customers"
17146,110,3,749.78,2,3,3,"233","Others"
17147,27,6,1679.64,4,4,4,"444","Champions"
17148,56,1,124.88,3,2,1,"321","Others"
17152,199,4,1503.5,1,4,4,"144","At Risk"
17153,29,1,213.78,4,2,1,"421","New Customers"
17154,80,1,329.34,2,2,2,"222","Lost"
17155,22,2,251.7,4,3,2,"432","Loyal Customers"
17157,12,3,306.55,5,3,2,"532","Loyal Customers"
17158,37,3,1266.97,3,3,4,"334","Loyal Customers"
17159,26,4,1534.73,4,4,4,"444","Champions"
17160,36,6,3518.03,4,4,5,"445","Champions"
17162,33,11,1707.21,4,5,4,"454","Champions"
17163,26,2,293.1,4,3,2,"432","Loyal Customers"
17164,37,8,2466.4,3,5,5,"355","Loyal Customers"
17165,289,1,158.68,1,2,1,"121","Lost"
17166,43,3,189.49,3,3,1,"331","Loyal Customers"
17169,55,4,816.88,3,4,3,"343","Loyal Customers"
17171,294,1,224.91,1,2,1,"121","Lost"
17172,79,2,313.26,2,3,2,"232","Others"
17173,10,9,3755.65,5,5,5,"555","Champions"
17174,222,1,59.9,1,2,1,"121","Lost"
17175,49,5,1430.94,3,4,4,"344","Loyal Customers"
17176,206,1,306.13,1,2,2,"122","Lost"
17179,183,3,711.79,2,3,3,"233","Others"
17180,61,6,780.38,3,4,3,"343","Loyal Customers"
17181,62,2,239.92,3,3,2,"332","Loyal Customers"
17183,12,8,3286.91,5,5,5,"555","Champions"
17186,51,2,144,3,3,1,"331","Loyal Customers"
17187,231,1,203.95,1,2,1,"121","Lost"
17188,16,9,2275.58,5,5,5,"555","Champions"
17189,111,2,384.4,2,3,2,"232","Others"
17190,63,3,249.74,3,3,2,"332","Loyal Customers"
17191,33,7,2095.13,4,5,5,"455","Champions"
17193,40,9,1674.46,3,5,4,"354","Loyal Customers"
17194,278,2,262.62,1,3,2,"132","Others"
17197,34,1,1013.01,4,2,4,"424","New Customers"
17198,28,3,692.22,4,3,3,"433","Loyal Customers"
17201,58,1,342.63,3,2,2,"322","Others"
17203,40,6,3563.85,3,4,5,"345","Loyal Customers"
17204,174,9,1352.91,2,5,4,"254","At Risk"
17205,58,1,384.08,3,2,2,"322","Others"
17206,58,1,204.24,3,2,1,"321","Others"
17211,31,9,2299.67,4,5,5,"455","Champions"
17212,258,1,226.85,1,2,1,"121","Lost"
17213,45,11,2741.08,3,5,5,"355","Loyal Customers"
17214,65,7,984.12,3,5,4,"354","Loyal Customers"
17217,239,1,113.5,1,2,1,"121","Lost"
17218,9,10,1960.72,5,5,4,"554","Champions"
17219,36,1,114.23,4,2,1,"421","New Customers"
17220,29,14,3198.25,4,5,5,"455","Champions"
17221,12,2,335.13,5,3,2,"532","Loyal Customers"
17222,70,1,354.15,3,2,2,"322","Others"
17223,315,2,426.79,1,3,2,"132","Others"
17226,313,1,393.49,1,2,2,"122","Lost"
17227,23,6,939.32,4,4,4,"444","Champions"
17228,20,8,1906.09,4,5,4,"454","Champions"
17229,101,2,318.76,2,3,2,"232","Others"
17230,269,11,3466.67,1,5,5,"155","At Risk"
17231,17,14,3127.82,4,5,5,"455","Champions"
17232,7,2,421.52,5,3,2,"532","Loyal Customers"
17233,40,1,190.88,3,2,1,"321","Others"
17234,187,1,149.89,1,2,1,"121","Lost"
17235,30,2,550.06,4,3,3,"433","Loyal Customers"
17236,17,6,916.13,4,4,4,"444","Champions"
17237,16,2,314.69,5,3,2,"532","Loyal Customers"
17238,7,17,3744.65,5,5,5,"555","Champions"
17239,317,2,379.95,1,3,2,"132","Others"
17242,113,2,1135.04,2,3,4,"234","Others"
17243,6,30,8628.55,5,5,5,"555","Champions"
17244,58,1,954.9,3,2,4,"324","Others"
17245,209,1,171.45,1,2,1,"121","Lost"
17247,20,1,282.19,4,2,2,"422","New Customers"
17248,125,1,318.65,2,2,2,"222","Lost"
17250,8,2,384.52,5,3,2,"532","Loyal Customers"
17251,367,1,283.28,1,2,2,"122","Lost"
17252,121,2,353.86,2,3,2,"232","Others"
17253,23,1,178.26,4,2,1,"421","New Customers"
17254,9,2,272.44,5,3,2,"532","Loyal Customers"
17255,45,2,298.41,3,3,2,"332","Loyal Customers"
17256,112,2,240,2,3,2,"232","Others"
17259,153,2,603.37,2,3,3,"233","Others"
17262,57,5,1253.36,3,4,4,"344","Loyal Customers"
17263,213,1,63.44,1,2,1,"121","Lost"
17265,143,2,562.9,2,3,3,"233","Others"
17266,7,3,310.64,5,3,2,"532","Loyal Customers"
17267,132,2,317.62,2,3,2,"232","Others"
17268,112,4,763.64,2,4,3,"243","At Risk"
17272,47,5,2144.53,3,4,5,"345","Loyal Customers"
17274,40,1,111.98,3,2,1,"321","Others"
17277,232,2,1065.35,1,3,4,"134","Others"
17278,246,1,246.04,1,2,2,"122","Lost"
17279,62,1,187.83,3,2,1,"321","Others"
17282,135,3,1703.41,2,3,4,"234","Others"
17284,65,7,1641.68,3,5,4,"354","Loyal Customers"
17286,26,1,153.92,4,2,1,"421","New Customers"
17287,31,7,1064.11,4,5,4,"454","Champions"
17288,14,7,1419.73,5,5,4,"554","Champions"
17289,36,4,936.16,4,4,4,"444","Champions"
17290,8,2,525.24,5,3,3,"533","Loyal Customers"
17291,313,1,550.8,1,2,3,"123","Lost"
17293,13,9,1875.11,5,5,4,"554","Champions"
17295,33,3,556.95,4,3,3,"433","Loyal Customers"
17297,22,1,131.78,4,2,1,"421","New Customers"
17298,106,2,498.42,2,3,3,"233","Others"
17299,16,4,669.11,5,4,3,"543","Loyal Customers"
17301,26,1,197.63,4,2,1,"421","New Customers"
17302,19,6,1119.93,4,4,4,"444","Champions"
17303,366,1,250.04,1,2,2,"122","Lost"
17306,15,21,8600.73,5,5,5,"555","Champions"
17307,370,1,-152.64,1,2,1,"121","Lost"
17309,100,1,82.75,2,2,1,"221","Lost"
17311,83,2,1384.85,2,3,4,"234","Others"
17312,143,3,644.3,2,3,3,"233","Others"
17313,22,2,2288.13,4,3,5,"435","Loyal Customers"
17314,29,11,2514.76,4,5,5,"455","Champions"
17315,5,43,6204.46,5,5,5,"555","Champions"
17317,51,5,2524.02,3,4,5,"345","Loyal Customers"
17320,105,3,1200.62,2,3,4,"234","Others"
17321,13,2,700.86,5,3,3,"533","Loyal Customers"
17323,20,9,908.99,4,5,3,"453","Loyal Customers"
17324,22,4,990.23,4,4,4,"444","Champions"
17325,285,1,96.8,1,2,1,"121","Lost"
17329,19,2,523.11,4,3,3,"433","Loyal Customers"
17330,27,2,363.9,4,3,2,"432","Loyal Customers"
17331,128,1,175.2,2,2,1,"221","Lost"
17333,90,1,494.25,2,2,3,"223","Lost"
17334,306,3,306.6,1,3,2,"132","Others"
17337,156,7,1944.32,2,5,4,"254","At Risk"
17338,22,10,6612.18,4,5,5,"455","Champions"
17339,99,2,243.36,2,3,2,"232","Others"
17340,14,16,11891.18,5,5,5,"555","Champions"
17341,161,3,781.36,2,3,3,"233","Others"
17343,360,1,193.64,1,2,1,"121","Lost"
17344,51,1,160.57,3,2,1,"321","Others"
17345,20,4,537.74,4,4,3,"443","Loyal Customers"
17346,8,16,2611.58,5,5,5,"555","Champions"
17347,91,1,228.96,2,2,1,"221","Lost"
17348,19,5,1159.52,4,4,4,"444","Champions"
17349,184,1,110.75,1,2,1,"121","Lost"
17350,13,5,1256.19,5,4,4,"544","Champions"
17351,41,3,587.15,3,3,3,"333","Loyal Customers"
17353,134,2,1740,2,3,4,"234","Others"
17354,55,1,1393.06,3,2,4,"324","Others"
17356,316,1,178.22,1,2,1,"121","Lost"
17357,29,2,388.14,4,3,2,"432","Loyal Customers"
17358,308,2,365.85,1,3,2,"132","Others"
17359,16,1,127.86,5,2,1,"521","New Customers"
17360,22,3,585.79,4,3,3,"433","Loyal Customers"
17361,54,3,488.2,3,3,3,"333","Loyal Customers"
17362,244,2,312.23,1,3,2,"132","Others"
17364,5,12,4455.73,5,5,5,"555","Champions"
17365,17,8,4801.56,4,5,5,"455","Champions"
17367,243,1,168.4,1,2,1,"121","Lost"
17368,28,9,1349.52,4,5,4,"454","Champions"
17370,77,4,446.18,2,4,2,"242","At Risk"
17371,22,3,423.89,4,3,2,"432","Loyal Customers"
17372,45,8,1342.68,3,5,4,"354","Loyal Customers"
17373,45,4,646.92,3,4,3,"343","Loyal Customers"
17374,223,2,495.77,1,3,3,"133","Others"
17375,195,4,372.5,1,4,2,"142","At Risk"
17376,75,2,203.2,3,3,1,"331","Loyal Customers"
17377,28,21,3925.92,4,5,5,"455","Champions"
17379,16,1,404.66,5,2,2,"522","New Customers"
17381,13,30,20272.43,5,5,5,"555","Champions"
17382,70,1,65.4,3,2,1,"321","Others"
17383,9,1,199.29,5,2,1,"521","New Customers"
17384,24,2,336.4,4,3,2,"432","Loyal Customers"
17385,19,1,261.11,4,2,2,"422","New Customers"
17386,12,6,2686.42,5,4,5,"545","Champions"
17387,24,2,784.11,4,3,3,"433","Loyal Customers"
17388,82,4,1259.56,2,4,4,"244","At Risk"
17389,5,43,31300.08,5,5,5,"555","Champions"
17391,168,2,508.8,2,3,3,"233","Others"
17392,311,2,457.91,1,3,2,"132","Others"
17394,224,1,203.87,1,2,1,"121","Lost"
17396,44,8,7330.8,3,5,5,"355","Loyal Customers"
17397,27,2,696.41,4,3,3,"433","Loyal Customers"
17398,119,3,653.38,2,3,3,"233","Others"
17400,131,5,2129.96,2,4,5,"245","At Risk"
17402,9,13,2633.85,5,5,5,"555","Champions"
17403,41,1,281.62,3,2,2,"322","Others"
17404,9,18,30300.82,5,5,5,"555","Champions"
17405,6,5,967.22,5,4,4,"544","Champions"
17406,335,5,1928.72,1,4,4,"144","At Risk"
17408,168,1,32.65,2,2,1,"221","Lost"
17409,189,2,771.85,1,3,3,"133","Others"
17410,21,5,1214.72,4,4,4,"444","Champions"
17411,17,4,748.94,4,4,3,"443","Loyal Customers"
17412,7,7,1258.06,5,5,4,"554","Champions"
17414,48,2,778,3,3,3,"333","Loyal Customers"
17415,84,1,507.84,2,2,3,"223","Lost"
17416,34,9,6838.34,4,5,5,"455","Champions"
17418,47,2,463.46,3,3,2,"332","Loyal Customers"
17419,16,14,4200.97,5,5,5,"555","Champions"
17420,55,3,598.83,3,3,3,"333","Loyal Customers"
17422,21,10,1853.13,4,5,4,"454","Champions"
17423,50,4,663.63,3,4,3,"343","Loyal Customers"
17425,24,2,759.17,4,3,3,"433","Loyal Customers"
17426,9,7,5022.26,5,5,5,"555","Champions"
17427,76,1,100.8,2,2,1,"221","Lost"
17428,5,33,17078.45,5,5,5,"555","Champions"
17429,125,4,512.12,2,4,3,"243","At Risk"
17430,37,2,265.76,3,3,2,"332","Loyal Customers"
17431,318,1,403.3,1,2,2,"122","Lost"
17432,23,2,365.76,4,3,2,"432","Loyal Customers"
17433,93,1,303.16,2,2,2,"222","Lost"
17434,7,9,2333.42,5,5,5,"555","Champions"
17436,6,2,216.3,5,3,1,"531","Loyal Customers"
17438,252,2,378.3,1,3,2,"132","Others"
17440,152,5,177.1,2,4,1,"241","At Risk"
17442,34,10,2210.26,4,5,5,"455","Champions"
17443,224,1,534.24,1,2,3,"123","Lost"
17444,152,3,2940.04,2,3,5,"235","Others"
17446,181,2,120.9,2,3,1,"231","Others"
17447,45,2,541.53,3,3,3,"333","Loyal Customers"
17448,149,1,-4287.63,2,2,1,"221","Lost"
17449,7,8,2504.86,5,5,5,"555","Champions"
17450,13,55,187482.17,5,5,5,"555","Champions"
17451,6,10,1648.95,5,5,4,"554","Champions"
17453,22,2,486.72,4,3,3,"433","Loyal Customers"
17454,197,4,517.53,1,4,3,"143","At Risk"
17455,208,1,131.7,1,2,1,"121","Lost"
17456,370,1,249.86,1,2,2,"122","Lost"
17457,131,5,1737.7,2,4,4,"244","At Risk"
17458,20,1,316.5,4,2,2,"422","New Customers"
17459,48,2,657.3,3,3,3,"333","Loyal Customers"
17460,83,8,452.63,2,5,2,"252","At Risk"
17461,27,3,757.46,4,3,3,"433","Loyal Customers"
17462,56,3,662.94,3,3,3,"333","Loyal Customers"
17463,21,6,1881.36,4,4,4,"444","Champions"
17464,163,1,289.96,2,2,2,"222","Lost"
17466,15,2,763.28,5,3,3,"533","Loyal Customers"
17468,15,2,137,5,3,1,"531","Loyal Customers"
17469,21,6,1843.06,4,4,4,"444","Champions"
17470,49,5,1125.07,3,4,4,"344","Loyal Customers"
17472,196,3,710.29,1,3,3,"133","Others"
17475,84,1,194.37,2,2,1,"221","Lost"
17480,78,2,506.51,2,3,3,"233","Others"
17481,8,5,1249.34,5,4,4,"544","Champions"
17483,70,3,414.04,3,3,2,"332","Loyal Customers"
17486,266,1,396.87,1,2,2,"122","Lost"
17489,63,2,376.64,3,3,2,"332","Loyal Customers"
17490,5,11,1926.88,5,5,4,"554","Champions"
17491,6,11,3541.92,5,5,5,"555","Champions"
17492,253,1,374.57,1,2,2,"122","Lost"
17495,12,2,497.56,5,3,3,"533","Loyal Customers"
17496,363,1,271.05,1,2,2,"122","Lost"
17498,80,1,272.22,2,2,2,"222","Lost"
17499,294,1,622.88,1,2,3,"123","Lost"
17500,22,3,1138,4,3,4,"434","Loyal Customers"
17501,225,2,288.6,1,3,2,"132","Others"
17502,14,4,689.1,5,4,3,"543","Loyal Customers"
17503,7,2,558.96,5,3,3,"533","Loyal Customers"
17504,211,10,2745.28,1,5,5,"155","At Risk"
17505,166,2,1145.84,2,3,4,"234","Others"
17506,75,2,294.29,3,3,2,"332","Loyal Customers"
17507,266,2,605.58,1,3,3,"133","Others"
17508,285,1,387.31,1,2,2,"122","Lost"
17509,62,11,6100.74,3,5,5,"355","Loyal Customers"
17510,29,1,308.48,4,2,2,"422","New Customers"
17511,7,46,88125.38,5,5,5,"555","Champions"
17512,33,11,2920.04,4,5,5,"455","Champions"
17513,77,1,513.2,2,2,3,"223","Lost"
17514,133,1,208.65,2,2,1,"221","Lost"
17515,36,4,639.02,4,4,3,"443","Loyal Customers"
17516,20,5,768.08,4,4,3,"443","Loyal Customers"
17517,313,1,153.94,1,2,1,"121","Lost"
17519,22,7,1839.07,4,5,4,"454","Champions"
17520,58,1,546.81,3,2,3,"323","Others"
17521,29,4,721.96,4,4,3,"443","Loyal Customers"
17522,6,5,1070.71,5,4,4,"544","Champions"
17523,16,4,652.74,5,4,3,"543","Loyal Customers"
17524,366,1,145,1,2,1,"121","Lost"
17525,364,1,422.7,1,2,2,"122","Lost"
17526,6,8,706.7,5,5,3,"553","Loyal Customers"
17527,58,6,888.86,3,4,3,"343","Loyal Customers"
17528,6,11,3540.1,5,5,5,"555","Champions"
